member_id,full_name,gender,date_of_birth,city,city_tier,state,occupation,marital_status,gym_branch_id,join_date,membership_type,referral_source,preferred_workout_time,has_personal_trainer,primary_goal,signup_channel,is_dob_missing,age,is_implausible_age
MBR-009153,Balaji Pillai,Male,2006-08-09,Coimbatore,Tier2,Tamil Nadu,Salaried-Non IT,Single,BR-014,2022-01-01,Standard,Aggregator App,Early Morning (5-7am),False,General Fitness,In-person,False,20.0,False
MBR-007507,Shreya Khurana,Female,1979-10-06,Vadodara,Tier2,Gujarat,Homemaker,Married,BR-003,2025-02-27,Basic,Friend Referral,Evening (6-9pm),True,Weight Loss,App,False,46.9,False
MBR-011191,Ashok Ghosh,Male,1992-12-01,Pune,Tier1,Maharashtra,Business Owner,Married,BR-027,2025-08-18,Basic,Instagram Ad,Evening (6-9pm),False,General Fitness,Website,False,33.7,False
MBR-012344,Santhosh Iyengar,Male,2009-04-17,Hyderabad,Tier1,Telangana,Student,Single,BR-022,2025-01-08,Premium,Justdial,Evening (6-9pm),True,General Fitness,Website,False,17.3,False
MBR-006805,Amit Desai,Male,2002-08-11,Mumbai,Tier1,Maharashtra,Freelancer,Single,BR-029,2024-03-04,Basic,Aggregator App,Evening (6-9pm),True,Weight Loss,App,False,24.0,False
MBR-000741,Ganesh Gowda,Male,2007-10-17,Chennai,Tier1,Tamil Nadu,Student,Single,BR-010,2023-10-07,Premium,Walk-in,Evening (6-9pm),False,Muscle Gain,App,False,18.8,False
MBR-014837,Divya Pillai,Female,1996-02-04,Hyderabad,Tier1,Telangana,Govt Employee,Married,BR-034,2024-01-23,Standard,Friend Referral,Afternoon,False,Weight Loss,In-person,False,30.5,False
MBR-002776,Nandini Pal,Female,2006-04-27,Kolkata,Tier1,West Bengal,Student,Married,BR-017,2022-01-08,Standard,Friend Referral,Early Morning (5-7am),False,General Fitness,In-person,False,20.3,False
MBR-017479,Ravi Verma,Male,1973-02-28,Bhopal,Tier2,Madhya Pradesh,Salaried-Non IT,Married,BR-034,2025-05-28,Standard,Friend Referral,Evening (6-9pm),False,Muscle Gain,In-person,False,53.5,False
MBR-008077,Gaurav Aggarwal,Male,1995-12-16,Gurugram,Tier1,Haryana,Salaried-IT,Married,BR-009,2021-04-12,Standard,Walk-in,Late Night,False,General Fitness,App,False,30.7,False
MBR-004487,Suyash Modi,Male,1994-05-15,Nashik,Tier3,Maharashtra,Salaried-IT,Married,BR-012,2023-01-06,Standard,Corporate Tie-up,Evening (6-9pm),False,General Fitness,App,False,32.2,False
MBR-011372,Ritu Bhatia,Female,1992-01-03,Indore,Tier2,Madhya Pradesh,Salaried-IT,Married,BR-018,2024-11-01,Basic,Instagram Ad,Evening (6-9pm),False,General Fitness,Website,False,34.6,False
MBR-012579,Nishant Patel,Male,1989-03-10,Nagpur,Tier2,Maharashtra,Business Owner,Married,BR-001,2021-06-22,Standard,Justdial,Evening (6-9pm),False,Weight Loss,In-person,False,37.4,False
MBR-016570,Sudip Sarkar,Male,2006-07-02,Kolkata,Tier1,West Bengal,Business Owner,Single,BR-017,2025-03-27,Basic,Corporate Tie-up,Morning,False,Muscle Gain,Website,False,20.1,False
MBR-017404,Santhosh Krishnan,Male,2001-09-09,Chennai,Tier1,Tamil Nadu,Salaried-IT,Single,BR-010,2024-10-23,Basic,Friend Referral,Early Morning (5-7am),False,Weight Loss,Website,False,24.9,False
MBR-008082,Priya Bhosale,Female,2003-02-01,Nagpur,Tier2,Maharashtra,Student,Single,BR-025,2021-09-03,Basic,Friend Referral,Afternoon,False,Muscle Gain,In-person,False,23.5,False
MBR-001866,Anita Chopra,Female,1996-02-16,Gurugram,Tier1,Haryana,Salaried-Non IT,Single,BR-037,2024-05-03,Premium,Walk-in,Evening (6-9pm),False,Weight Loss,In-person,False,30.5,False
MBR-000798,Vijay Chandran,Male,2000-03-20,Coimbatore,Tier2,Tamil Nadu,Student,Single,BR-014,2023-10-22,Premium,Corporate Tie-up,Early Morning (5-7am),False,Weight Loss,In-person,False,26.4,False
MBR-008863,Pooja Iyengar,Female,1992-11-13,Nashik,Tier1,Maharashtra,Salaried-Non IT,Married,BR-012,2025-07-04,Basic,Walk-in,Late Night,False,Weight Loss,Website,False,33.7,False
MBR-011452,Rohan Singh,Male,1994-09-06,Jaipur,Tier2,Rajasthan,Govt Employee,Married,BR-020,2024-11-28,Standard,Friend Referral,Afternoon,False,Sports Training,App,False,31.9,False
MBR-016497,Prasad Nair,Male,1996-07-20,Mumbai,Tier1,Maharashtra,Business Owner,Married,BR-039,2021-06-01,Basic,Aggregator App,Evening (6-9pm),False,Weight Loss,App,False,30.1,False
MBR-006147,Ganesh Varma,Male,2001-05-01,Chennai,Tier1,Tamil Nadu,Student,Single,BR-002,2023-12-12,PT-Combo,Friend Referral,Afternoon,False,Weight Loss,App,False,25.3,False
MBR-012347,Vani Balan,Female,2009-05-21,Vadodara,Tier2,Gujarat,Salaried-Non IT,Single,BR-003,2025-01-16,Premium,Instagram Ad,Early Morning (5-7am),False,General Fitness,In-person,False,17.2,False
MBR-001280,Nikhil Save,Male,2003-09-04,Coimbatore,Tier2,Tamil Nadu,Student,Single,BR-019,2021-11-24,Basic,Walk-in,Evening (6-9pm),False,Weight Loss,In-person,False,22.9,False
MBR-001019,Pallavi Bhosale,Female,1980-08-17,Jaipur,Tier2,Rajasthan,Business Owner,Married,BR-013,2025-02-01,Premium,Justdial,Late Night,False,Rehab,Website,False,46.0,False
MBR-004081,Piya Mukherjee,Female,2004-12-04,Kolkata,Tier1,West Bengal,Student,Single,BR-017,2022-11-07,Premium,Walk-in,Evening (6-9pm),False,General Fitness,Website,False,21.7,False
MBR-001191,Kiran Murthy,Male,1996-07-26,Coimbatore,Tier2,Tamil Nadu,Salaried-Non IT,Married,BR-019,2024-02-24,Premium,Corporate Tie-up,Evening (6-9pm),False,General Fitness,In-person,False,30.1,False
MBR-009928,Komal Gaikwad,Female,2001-07-12,Guwahati,Tier3,Assam,Freelancer,Single,BR-031,2025-03-11,Basic,Walk-in,Evening (6-9pm),False,Weight Loss,Website,False,25.1,False
MBR-008255,Sourav Pal,Male,1998-07-02,Chandigarh,Tier2,Punjab,Govt Employee,Single,BR-008,2022-08-11,Premium,Walk-in,Evening (6-9pm),True,Weight Loss,App,False,28.1,False
MBR-001723,Pooja  Raman,Female,1996-01-17,Jaipur,Tier2,Rajasthan,Business Owner,Single,BR-020,2024-11-16,Basic,Corporate Tie-up,Early Morning (5-7am),False,Weight Loss,App,False,30.6,False
MBR-013121,Sourav Saha,Male,1997-02-28,Nagpur,Tier2,Maharashtra,Freelancer,Single,BR-025,2023-12-20,Standard,Walk-in,Early Morning (5-7am),True,Weight Loss,App,False,29.5,False
MBR-008542,Sourav Nag,Male,1993-04-22,Amritsar,Tier3,Punjab,Business Owner,Other,BR-026,2025-09-11,Standard,Corporate Tie-up,Early Morning (5-7am),True,Sports Training,In-person,False,33.3,False
MBR-010181,Vignesh Reddy,Male,1993-02-17,Bengaluru,Tier1,Karnataka,Salaried-Non IT,Married,BR-033,2024-09-16,Basic,Friend Referral,Afternoon,True,Muscle Gain,App,False,33.5,False
MBR-017280,Ashish Dhawan,Male,2001-05-01,Indore,Tier2,Madhya Pradesh,Salaried-Non IT,Single,BR-018,2024-10-20,Standard,Walk-in,Morning,False,Weight Loss,In-person,False,25.3,False
MBR-008203,Pooja Arora,Female,1997-04-23,Delhi,Tier1,Delhi,Freelancer,Married,BR-005,2022-11-19,Standard,Walk-in,Evening (6-9pm),False,General Fitness,In-person,False,29.3,False
MBR-008998,Shalini Arora,Female,2008-08-15,Gurugram,Tier1,Haryana,Govt Employee,Single,BR-009,2024-04-07,Standard,Aggregator App,Afternoon,False,Weight Loss,App,False,18.0,False
MBR-002964,Yash Verma,Male,1996-04-08,Amritsar,Tier3,Punjab,Freelancer,Single,BR-026,2025-08-20,Basic,Friend Referral,Early Morning (5-7am),False,Pre-Wedding Prep,App,False,30.3,False
MBR-005162,Pratik Pawar,Male,1972-07-28,Mumbai,Tier1,Maharashtra,Homemaker,Married,BR-026,2023-07-14,Premium,Corporate Tie-up,Early Morning (5-7am),False,Muscle Gain,Website,False,54.0,False
MBR-004382,Moushumi Chatterjee,Female,1975-11-20,Kolkata,Tier1,West Bengal,Homemaker,Married,BR-017,2024-01-21,Standard,Friend Referral,Morning,False,General Fitness,In-person,False,50.7,False
MBR-008803,Ankit Grover,Male,1997-02-13,Dehradun,Tier3,Uttarakhand,Salaried-Non IT,Married,BR-004,2025-06-27,Standard,Corporate Tie-up,Early Morning (5-7am),True,Muscle Gain,App,False,29.5,False
MBR-007051,Deepak Iyengar,Male,1995-06-12,Chennai,Tier1,Tamil Nadu,Salaried-IT,Married,BR-010,2024-11-09,Basic,Justdial,Early Morning (5-7am),False,Sports Training,App,False,31.2,False
MBR-005109,Ganesh Krishnan,Male,2001-03-13,Surat,Tier2,Gujarat,Homemaker,Single,BR-031,2024-08-19,Basic,Instagram Ad,Early Morning (5-7am),False,Pre-Wedding Prep,In-person,False,25.4,False
MBR-011952,Deepak Anand,Male,1997-06-03,Delhi,Tier1,Delhi,Govt Employee,Other,BR-028,2024-11-20,Standard,Corporate Tie-up,Early Morning (5-7am),False,Muscle Gain,App,False,29.2,False
MBR-007490,Neha Aggarwal,Female,2003-01-03,Bhopal,Tier2,Madhya Pradesh,Govt Employee,Single,BR-034,2021-08-10,Premium,Justdial,Evening (6-9pm),True,Muscle Gain,In-person,False,23.6,False
MBR-000593,Abhinav Mehta,Male,1991-12-18,Gurugram,Tier1,Haryana,Homemaker,Single,BR-037,2022-09-06,Standard,Friend Referral,Afternoon,False,Weight Loss,Website,False,34.7,False
MBR-004339,Shraddha Shah,Female,1997-02-15,Pune,Tier1,Maharashtra,Student,Married,BR-027,2024-01-24,Premium,Walk-in,Evening (6-9pm),False,Sports Training,App,False,29.5,False
MBR-016480,Ritu Gupta,Female,1996-05-18,Gurugram,Tier1,Haryana,Salaried-IT,Married,BR-037,2023-07-08,Standard,Friend Referral,Early Morning (5-7am),False,General Fitness,In-person,False,30.2,False
MBR-003456,Ramesh Nair,Male,1980-09-26,Chennai,Tier1,Tamil Nadu,Salaried-Non IT,Single,BR-010,2025-01-19,Basic,Walk-in,Evening (6-9pm),False,Rehab,Website,False,45.9,False
MBR-010191,Pooja Rao,Female,1998-06-28,Visakhapatnam,Tier2,Andhra Pradesh,Business Owner,Single,BR-024,2022-12-26,Basic,Walk-in,Evening (6-9pm),False,Muscle Gain,In-person,False,28.1,False
MBR-001145,Sneha Gaikwad,Female,1994-09-16,Ahmedabad,Tier1,Gujarat,Govt Employee,Married,BR-038,2022-08-28,Basic,Instagram Ad,Evening (6-9pm),False,Muscle Gain,App,False,31.9,False
MBR-012649,Sudip Bose,Male,2000-01-24,Bengaluru,Tier1,Karnataka,Student,Single,BR-033,2021-12-10,Standard,Walk-in,Evening (6-9pm),False,Rehab,App,False,26.6,False
MBR-002907,Rekha Verma,Female,1999-08-08,Indore,Tier2,Madhya Pradesh,Salaried-IT,Single,BR-018,2023-06-22,Premium,Instagram Ad,Evening (6-9pm),True,Weight Loss,In-person,False,27.0,False
MBR-003688,Sohini Bhattacharya,Other,1992-03-19,Mumbai,Tier1,Maharashtra,Business Owner,Single,BR-039,2022-01-10,Standard,Walk-in,Late Night,False,Muscle Gain,In-person,False,34.4,False
MBR-016903,Sudip Bhattacharya,Male,1992-04-02,Patna,Tier3,Bihar,Govt Employee,Other,BR-023,2022-03-25,Basic,Friend Referral,Evening (6-9pm),True,General Fitness,In-person,False,34.4,False
MBR-005874,Jayesh Trivedi,Male,1990-07-17,Mumbai,Tier1,Maharashtra,Salaried-IT,Married,BR-029,2022-01-03,Premium,Walk-in,Late Night,False,Weight Loss,Website,False,36.1,False
MBR-002484,Anusha Murthy,Female,1999-11-23,Coimbatore,Tier2,Tamil Nadu,Salaried-Non IT,Single,BR-014,2023-11-05,Premium,Friend Referral,Evening (6-9pm),False,General Fitness,Website,False,26.7,False
MBR-017428,Sanjay  Bansal,Male,1997-09-04,Chandigarh,Tier2,Punjab,Govt Employee,Single,BR-008,2024-05-09,Standard,Justdial,Evening (6-9pm),False,General Fitness,Website,False,28.9,False
MBR-001027,Bhavna Kulkarni,Female,1989-05-04,Vadodara,Tier2,Gujarat,Govt Employee,Single,BR-003,2022-11-06,PT-Combo,Aggregator App,Evening (6-9pm),True,General Fitness,App,False,37.3,False
MBR-010716,Mansi Joshi,Female,2000-08-10,Vadodara,Tier2,Gujarat,Salaried-Non IT,Single,BR-003,2023-05-02,Standard,Walk-in,Evening (6-9pm),False,General Fitness,Website,False,26.0,False
MBR-009287,Aditya Bhatt,Male,2004-02-19,Chandigarh,Tier2,Punjab,Student,Single,BR-008,2023-06-28,Basic,Corporate Tie-up,Evening (6-9pm),False,Muscle Gain,App,False,22.5,False
MBR-017389,Pratik Modi,Male,2007-06-27,Nagpur,Tier2,Maharashtra,Salaried-Non IT,Single,BR-007,2023-01-28,Basic,Friend Referral,Morning,False,Muscle Gain,App,False,19.1,False
MBR-005937,Anil Verma,Male,1990-04-17,Mumbai,Tier1,Maharashtra,Freelancer,Married,BR-036,2023-01-27,Standard,Instagram Ad,Morning,False,General Fitness,App,False,36.3,False
MBR-010431,Swati Khanna,Female,1998-07-04,Chandigarh,Tier2,Punjab,Salaried-Non IT,Single,BR-008,2022-03-24,Basic,Corporate Tie-up,Early Morning (5-7am),False,General Fitness,Website,False,28.1,False
MBR-003849,Vaishali Save,Female,1995-02-06,Pune,Tier1,Maharashtra,Govt Employee,Single,BR-035,2021-07-27,Standard,Instagram Ad,Evening (6-9pm),False,Sports Training,App,False,31.5,False
MBR-008867,Rutuja Chavan,Female,2006-08-22,Mumbai,Tier1,Maharashtra,Student,Single,BR-016,2024-07-16,Basic,Walk-in,Evening (6-9pm),False,Weight Loss,App,False,20.0,False
MBR-003307,Suresh Subramaniam,Male,1998-08-22,Hyderabad,Tier1,Telangana,Student,Single,BR-011,2024-05-27,Standard,Friend Referral,Evening (6-9pm),False,Muscle Gain,Website,False,28.0,False
MBR-015357,Vishal Mehta,Other,1999-09-11,Kolkata,Tier1,West Bengal,Salaried-Non IT,Married,BR-017,2024-01-01,Standard,Instagram Ad,Early Morning (5-7am),False,Weight Loss,App,False,26.9,False
MBR-007070,Shalini Dhawan,Other,1985-04-04,Gurugram,Tier1,Haryana,Freelancer,Single,BR-009,2022-12-02,Basic,Walk-in,Afternoon,False,Muscle Gain,App,False,41.4,False
MBR-007305,Shraddha Deshmukh,Female,2003-12-08,Coimbatore,Tier2,Tamil Nadu,Homemaker,Single,BR-019,2022-09-17,Basic,Friend Referral,Morning,False,General Fitness,App,False,22.7,False
MBR-013783,Aryan Bhatia,Male,1981-08-18,Mumbai,Tier1,Maharashtra,Homemaker,Single,BR-016,2023-02-08,Basic,Walk-in,Early Morning (5-7am),False,Weight Loss,In-person,False,45.0,False
MBR-005530,Anjali Mehta,Female,2005-03-23,Delhi,Tier1,Delhi,Homemaker,Single,BR-018,2025-07-27,Premium,Instagram Ad,Evening (6-9pm),True,Weight Loss,App,False,21.4,False
MBR-012591,Sanjay Kapoor,Male,1997-03-18,Jaipur,Tier2,Rajasthan,Govt Employee,Single,BR-013,2025-07-07,Basic,Friend Referral,Evening (6-9pm),False,Muscle Gain,App,False,29.4,False
MBR-014759,Nandini Saha,Female,2002-09-06,Guwahati,Tier3,Assam,Student,Single,BR-031,2022-05-01,Premium,Instagram Ad,Early Morning (5-7am),False,Weight Loss,App,False,23.9,False
MBR-012213,Vignesh Reddy,Male,1993-10-19,Chennai,Tier1,Tamil Nadu,Salaried-IT,Single,BR-002,2021-01-02,Premium,Friend Referral,Evening (6-9pm),False,Weight Loss,App,False,32.8,False
MBR-000912,Ravi Singh,Male,1998-07-07,Delhi,Tier1,Delhi,Salaried-IT,Single,BR-005,2022-07-18,Basic,Walk-in,Evening (6-9pm),False,Sports Training,Website,False,28.1,False
MBR-011243,Ganesh Varma,Male,1991-07-03,Hyderabad,Tier1,Telangana,Homemaker,Single,BR-034,2024-06-14,Premium,Walk-in,Evening (6-9pm),False,Muscle Gain,In-person,False,35.1,False
MBR-009471,Venkatesh Raman,Male,2001-07-19,Gurugram,Tier1,Haryana,Student,Single,BR-037,2023-09-02,Premium,Justdial,Evening (6-9pm),False,Weight Loss,Website,False,25.1,False
MBR-007531,Rahul Bhatia,Male,2000-03-07,Delhi,Tier1,Delhi,Govt Employee,Single,BR-018,2025-07-19,Basic,Walk-in,Evening (6-9pm),False,Weight Loss,App,False,26.4,False
MBR-008151,Aravind Reddy,Male,1993-07-08,Bengaluru,Tier1,Karnataka,Business Owner,Married,BR-033,2024-12-04,Basic,Corporate Tie-up,Evening (6-9pm),False,Weight Loss,In-person,False,33.1,False
MBR-008650,Ranjan Bhattacharya,Male,1977-12-03,Mumbai,Tier1,Maharashtra,Business Owner,Married,BR-029,2023-04-07,Basic,Corporate Tie-up,Early Morning (5-7am),False,General Fitness,In-person,False,48.7,False
MBR-011662,Vivek Bansal,Male,1996-07-07,Jaipur,Tier2,Rajasthan,Homemaker,Married,BR-020,2021-02-24,Basic,Corporate Tie-up,Evening (6-9pm),False,Weight Loss,Website,False,30.1,False
MBR-015199,Vikram Saxena,Male,1999-08-08,Vadodara,Tier2,Gujarat,Homemaker,Single,BR-003,2022-06-10,Premium,Corporate Tie-up,Late Night,False,Muscle Gain,In-person,False,27.0,False
MBR-017244,Omkar Joshi,Male,,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Married,BR-016,2023-04-10,PT-Combo,Walk-in,Evening (6-9pm),True,Weight Loss,Website,True,,False
MBR-000100,Nandini Dutta,Female,1978-07-19,Mumbai,Tier1,Maharashtra,Freelancer,Married,BR-039,2023-03-01,Premium,Corporate Tie-up,Morning,False,General Fitness,In-person,False,48.1,False
MBR-008206,Sathish Nambiar,Male,2008-11-03,Bengaluru,Tier1,Karnataka,Student,Single,BR-033,2025-02-04,PT-Combo,Instagram Ad,Late Night,True,General Fitness,App,False,17.8,False
MBR-004287,Harish Menon,Male,2005-12-01,Bengaluru,Tier1,Karnataka,Salaried-IT,Single,BR-033,2021-06-09,Standard,Walk-in,Early Morning (5-7am),False,Weight Loss,In-person,False,20.7,False
MBR-002122,Suresh Aggarwal,Male,2005-01-10,Patna,Tier3,Bihar,Student,Single,BR-023,2023-01-24,Standard,Walk-in,Late Night,False,Weight Loss,Website,False,21.6,False
MBR-005481,Partha Sen,Other,2003-10-14,Kolkata,Tier1,West Bengal,Student,Single,BR-017,2025-06-06,Standard,Friend Referral,Early Morning (5-7am),False,Muscle Gain,In-person,False,22.8,False
MBR-009108,Gaurav Arora,Male,2004-05-01,Indore,Tier2,Madhya Pradesh,Student,Single,BR-018,2022-01-02,Standard,Instagram Ad,Evening (6-9pm),False,Weight Loss,App,False,22.3,False
MBR-000672,Meena Dhawan,Female,1996-06-16,Chennai,Tier1,Tamil Nadu,Freelancer,Single,BR-010,2024-11-05,Basic,Friend Referral,Late Night,False,General Fitness,In-person,False,30.2,False
MBR-007460,Isha Sharma,Female,1998-07-18,Delhi,Tier1,Delhi,Salaried-IT,Single,BR-028,2024-10-12,Standard,Aggregator App,Evening (6-9pm),False,Weight Loss,App,False,28.1,False
MBR-016751,Puneet Mishra,Other,2002-09-13,Lucknow,Tier2,Uttar Pradesh,Freelancer,Single,BR-030,2023-10-25,Basic,Walk-in,Evening (6-9pm),False,General Fitness,In-person,False,23.9,False
MBR-011438,Yash Bansal,Male,2008-02-20,Kolkata,Tier1,West Bengal,Student,Single,BR-017,2024-01-20,Basic,Corporate Tie-up,Late Night,False,Weight Loss,In-person,False,18.5,False
MBR-013716,Kishore Achary,Male,1996-03-20,Coimbatore,Tier2,Tamil Nadu,Salaried-Non IT,Other,BR-019,2023-08-12,Standard,Friend Referral,Evening (6-9pm),False,General Fitness,App,False,30.4,False
MBR-004439,Bhavna Sethi,Other,1985-06-12,Jaipur,Tier2,Rajasthan,Govt Employee,Married,BR-013,2021-10-21,PT-Combo,Friend Referral,Late Night,True,Muscle Gain,App,False,41.2,False
MBR-010624,Vijay Nair,Male,1991-06-14,Bengaluru,Tier1,Karnataka,Freelancer,Married,BR-033,2025-08-24,Standard,Walk-in,Morning,False,Muscle Gain,In-person,False,35.2,False
MBR-002095,Gaurav Malhotra,Male,1996-03-24,Pune,Tier1,Maharashtra,Homemaker,Married,BR-035,2023-05-16,Basic,Aggregator App,Late Night,False,Weight Loss,In-person,False,30.4,False
MBR-004278,Aishwarya Subramaniam,Female,2003-01-26,Bhopal,Tier2,Madhya Pradesh,Freelancer,Single,BR-034,2025-07-08,Premium,Aggregator App,Evening (6-9pm),True,Weight Loss,In-person,False,23.5,False
MBR-010658,Karan Gupta,Male,2004-10-22,Ahmedabad,Tier1,Gujarat,Student,Single,BR-038,2022-11-22,Standard,Walk-in,Late Night,True,Weight Loss,In-person,False,21.8,False
MBR-003431,Naveen Bhalla,Male,2003-04-16,Delhi,Tier1,Delhi,Student,Single,BR-028,2023-12-11,Basic,Instagram Ad,Early Morning (5-7am),False,Muscle Gain,App,False,23.3,False
MBR-011123,Vikram Rana,Male,1998-11-20,Delhi,Tier1,Delhi,Freelancer,Married,BR-005,2024-08-19,Standard,Justdial,Early Morning (5-7am),False,Muscle Gain,App,False,27.7,False
MBR-002726,Sayali Mehta,Female,1971-03-23,Bengaluru,Tier1,Karnataka,Govt Employee,Married,BR-033,2023-05-12,Standard,Instagram Ad,Evening (6-9pm),True,Muscle Gain,App,False,55.4,False
MBR-003654,Amit Bhatia,Male,2005-03-04,Delhi,Tier1,Delhi,Student,Single,BR-028,2022-06-22,Basic,Friend Referral,Morning,False,Weight Loss,App,False,21.4,False
MBR-000971,Anjali  Gaikwad,Female,2006-01-20,Bengaluru,Tier1,Karnataka,Student,Married,BR-033,2022-12-13,Premium,Instagram Ad,Evening (6-9pm),False,Weight Loss,App,False,20.6,False
MBR-017126,Sudip Saha,Male,1983-03-01,Kolkata,Tier1,West Bengal,Business Owner,Married,BR-017,2022-01-11,Basic,Friend Referral,Afternoon,False,Muscle Gain,App,False,43.5,False
MBR-003270,Naveen Reddy,Male,2004-12-22,Chennai,Tier1,Tamil Nadu,Freelancer,Single,BR-010,2025-07-01,Basic,Aggregator App,Morning,False,General Fitness,App,False,21.6,False
MBR-011554,Komal Jadhav,Female,1987-12-08,Surat,Tier2,Gujarat,Salaried-Non IT,Single,BR-031,2023-11-04,Standard,Instagram Ad,Early Morning (5-7am),False,Sports Training,In-person,False,38.7,False
MBR-000019,Vishal Pawar,Male,1996-09-16,Chandigarh,Tier2,Punjab,Freelancer,Single,BR-008,2025-08-05,Basic,Corporate Tie-up,Evening (6-9pm),False,Muscle Gain,In-person,False,29.9,False
MBR-009716,Naveen Venkataraman,Male,1988-02-13,Mumbai,Tier1,Maharashtra,Homemaker,Married,BR-039,2024-09-17,Standard,Friend Referral,Morning,False,Weight Loss,Website,False,38.5,False
MBR-001695,Kunal Bhosale,Male,1995-03-03,Hyderabad,Tier1,Telangana,Homemaker,Single,BR-022,2024-03-08,Premium,Friend Referral,Evening (6-9pm),False,Weight Loss,App,False,31.4,False
MBR-016609,Swathi Shetty,Female,1995-05-17,Mysore,Tier3,Karnataka,Salaried-Non IT,Married,BR-029,2021-04-11,Basic,Corporate Tie-up,Evening (6-9pm),True,General Fitness,App,False,31.2,False
MBR-006210,Varun Khurana,Male,2000-09-03,Delhi,Tier1,Delhi,Homemaker,Married,BR-028,2023-09-11,Premium,Aggregator App,Morning,False,Muscle Gain,In-person,False,25.9,False
MBR-005398,Anand Achary,Male,1994-10-18,Pune,Tier1,Maharashtra,Salaried-IT,Married,BR-035,2021-08-02,Basic,Friend Referral,Late Night,False,General Fitness,In-person,False,31.8,False
MBR-004267,Shreya Kapoor,Female,2001-07-02,Ahmedabad,Tier1,Gujarat,Salaried-IT,Single,BR-038,2024-11-11,Basic,Aggregator App,Evening (6-9pm),False,Weight Loss,App,False,25.1,False
MBR-002162,Deepak Chopra,Male,2004-01-07,Pune,Tier1,Maharashtra,Salaried-Non IT,Single,BR-035,2022-08-24,Premium,Instagram Ad,Early Morning (5-7am),True,General Fitness,Website,False,22.6,False
MBR-002447,Meena Varma,Female,2000-12-22,Chennai,Tier1,Tamil Nadu,Student,Single,BR-010,2022-06-19,Standard,Justdial,Evening (6-9pm),False,Muscle Gain,Website,False,25.6,False
MBR-012423,Kavya Naidu,Female,1989-03-22,Nashik,Tier3,Maharashtra,Salaried-IT,Married,BR-012,2021-01-09,Premium,Friend Referral,Morning,False,Weight Loss,App,False,37.4,False
MBR-003775,Rupa Roy,Female,2006-03-21,Kolkata,Tier1,West Bengal,Student,Single,BR-017,2023-07-10,Standard,Friend Referral,Morning,False,General Fitness,In-person,False,20.4,False
MBR-011328,Manisha Arora,Female,1991-05-01,Mumbai,Tier1,Maharashtra,Business Owner,Single,BR-036,2025-06-27,Standard,Justdial,Late Night,False,Muscle Gain,In-person,False,35.3,False
MBR-010201,Karthik Reddy,Male,2007-10-21,Nagpur,Tier2,Maharashtra,Student,Single,BR-001,2025-06-10,Basic,Instagram Ad,Evening (6-9pm),False,Muscle Gain,In-person,False,18.8,False
MBR-004386,Rohan Mishra,Male,1993-03-08,Chandigarh,Tier2,Punjab,Salaried-IT,Married,BR-008,2022-11-19,Basic,Walk-in,Afternoon,True,General Fitness,App,False,33.4,False
MBR-003954,Sanjay Sharma,Male,2005-05-04,Surat,Tier2,Gujarat,Salaried-IT,Single,BR-031,2023-07-01,Standard,Friend Referral,Evening (6-9pm),False,Weight Loss,App,False,21.3,False
MBR-009257,Anil Mehta,Male,2004-01-18,Pune,Tier1,Maharashtra,Govt Employee,Single,BR-038,2023-03-28,Premium,Instagram Ad,Evening (6-9pm),False,Muscle Gain,Website,False,22.6,False
MBR-001422,Sunita Sethi,Female,2001-10-25,Mumbai,Tier1,Maharashtra,Student,Married,BR-016,2023-12-18,Standard,Friend Referral,Evening (6-9pm),False,Sports Training,Website,False,24.8,False
MBR-007940,Sayali Patel,Female,1999-08-07,Pune,Tier1,Maharashtra,Homemaker,Single,BR-038,2021-07-24,Standard,Walk-in,Evening (6-9pm),False,General Fitness,In-person,False,27.0,False
MBR-000197,Kavya Reddy,Female,1984-05-16,Chennai,Tier1,Tamil Nadu,Govt Employee,Married,BR-002,2024-07-02,Premium,Friend Referral,Evening (6-9pm),False,Weight Loss,In-person,False,42.2,False
MBR-003623,Jayesh Pawar,Male,1973-08-06,Ahmedabad,Tier1,Gujarat,Business Owner,Single,BR-038,2022-08-18,Standard,Walk-in,Evening (6-9pm),False,Weight Loss,Website,False,53.0,False
MBR-001499,Manish Sethi,Male,2007-11-08,Dehradun,Tier3,Uttarakhand,Student,Single,BR-004,2023-08-14,Standard,Instagram Ad,Afternoon,False,General Fitness,App,False,18.8,False
MBR-007112,Srinivas Venkataraman,Male,2005-09-23,Lucknow,Tier2,Uttar Pradesh,Student,Single,BR-030,2022-01-22,Standard,Corporate Tie-up,Morning,True,General Fitness,In-person,False,20.9,False
MBR-009477,Deepak Naidu,Male,1990-10-26,Bengaluru,Tier1,Karnataka,Govt Employee,Married,BR-033,2023-10-11,Standard,Instagram Ad,Late Night,False,General Fitness,In-person,False,35.8,False
MBR-000724,Manas Ghosh,Male,1998-07-26,Mumbai,Tier1,Maharashtra,Freelancer,Single,BR-016,2023-10-28,PT-Combo,Walk-in,Early Morning (5-7am),True,Weight Loss,In-person,False,28.1,False
MBR-002548,Rahul Gupta,Male,1985-02-01,Mumbai,Tier1,Maharashtra,Freelancer,Married,BR-036,2023-06-23,Standard,Walk-in,Late Night,False,Sports Training,Website,False,41.5,False
