member_id,full_name,gender,date_of_birth,city,city_tier,state,occupation,marital_status,gym_branch_id,join_date,membership_type,referral_source,preferred_workout_time,has_personal_trainer,primary_goal,signup_channel
MBR-007776,Madhavi Krishnan,Female,21-12-1999,Bangalore,Tier1,Karnataka,Freelancer,Single,BR-033,2023/11/20,Basic,Walk-in,Early Morning (5-7am),False,General Fitness,Website
MBR-008176,Balaji Rao,Male,06-07-2005,Bengaluru,Tier1,Karnataka,Student,Married,BR-033,2021/11/19,Premium,Walk-in,Evening (6-9pm),False,Muscle Gain,App
MBR-001052,Tarun Chauhan,Male,01-10-1995,Amritsar,Tier3,Punjab,Freelancer,Single,BR-026,2023/09/03,Premium,Walk-in,Evening (6-9pm),True,General Fitness,In-person
MBR-017310,Rekha  Chauhan,Female,1999/10/05,Indore,Tier2,Madhya Pradesh,Student,Single,BR-018,2025/09/24,Standard,Walk-in,Evening (6-9pm),False,Pre-Wedding Prep,Website
MBR-011614,Vikram Bhatia,Male,1996/12/12,Gurgaon,Tier1,Haryana,Homemaker,Married,BR-009,2021/11/07,Basic,Friend Referral,Evening (6-9pm),False,Weight Loss,In-person
MBR-004882,Omkar Shah,Male,20-06-1998,Ranchi,Tier3,Jharkhand,Business Owner,Single,BR-013,13-08-2025,Basic,Walk-in,Evening (6-9pm),False,General Fitness,Website
MBR-012594,Arjun Venkataraman,Male,2001/07/22,Chennai,Tier1,Tamil Nadu,Business Owner,Single,BR-015,2023/05/10,Premium,Friend Referral,Evening (6-9pm),False,General Fitness,In-person
MBR-008381,Sohini Roy,Female,2005/01/13,Gurugram,Tier1,Haryana,Student,Single,BR-009,2025/05/04,Standard,Instagram Ad,Late Night,False,Sports Training,App
MBR-013752,Santhosh Chandran,Male,23-08-1987,Bangalore,Tier1,Karnataka,Salaried-Non IT,Married,BR-033,19-02-2023,Premium,Friend Referral,Morning,True,Muscle Gain,App
MBR-006619,Rahul Gupta,Male,,Chandigarh,Tier2,Punjab,Salaried-IT,Married,BR-008,2025/03/09,Standard,Friend Referral,Evening (6-9pm),False,General Fitness,In-person
MBR-005140,Abhijit Modi,Male,18-06-2008,Pune,Tier1,Maharashtra,Salaried-Non IT,Single,BR-027,2025/06/12,Basic,Aggregator App,Early Morning (5-7am),False,Weight Loss,In-person
MBR-002639,Nishant Modi,Male,05-05-1983,Mumbai,Tier1,Maharashtra,Salaried-Non IT,Married,BR-036,2021/02/25,Standard,Friend Referral,Evening (6-9pm),False,General Fitness,In-person
MBR-005528,Preeti Sharma,Female,21-01-1988,Delhi,Tier1,Delhi,Govt Employee,Married,BR-028,11-05-2024,Basic,Instagram Ad,Early Morning (5-7am),False,Weight Loss,Website
MBR-012741,Rohan Sethi,Male,05-05-1975,Nashik,Tier3,Maharashtra,Business Owner,Married,BR-012,13-11-2021,Premium,Friend Referral,Evening (6-9pm),True,General Fitness,In-person
MBR-014226,Ganesh Achary,Male,19-10-2000,Hyderabad,Tier1,Telangana,Govt Employee,Single,BR-022,27-01-2025,Premium,Friend Referral,Evening (6-9pm),False,Muscle Gain,In-person
MBR-013289,Santhosh Iyer,Male,1996/06/08,Jaipur,Tier2,Rajasthan,Salaried-Non IT,Married,BR-020,24-04-2024,Standard,Instagram Ad,Evening (6-9pm),False,General Fitness,Website
MBR-014469,Rekha Khurana,Female,2000/05/24,Delhi,Tier1,Delhi,Student,Married,BR-005,02-10-2022,Basic,Justdial,Morning,False,Weight Loss,In-person
MBR-014314,Priya Joshi,Female,06-06-2001,Ahmedabad,Tier1,Gujarat,Salaried-IT,Married,BR-038,10-12-2024,Standard,Aggregator App,Evening (6-9pm),False,General Fitness,In-person
MBR-008618,Debojit Chatterjee,Male,01-10-1992,Bengaluru,Tier1,Karnataka,Business Owner,Single,BR-033,2024/05/24,Standard,Justdial,Evening (6-9pm),False,General Fitness,In-person
MBR-005887,Yash Arora,Male,,Delhi,Tier1,Delhi,Student,Single,BR-018,12-07-2023,Standard,Walk-in,Morning,False,Weight Loss,App
MBR-002159,Ashish Tiwari,Male,1995/08/16,Nagpur,Tier2,Maharashtra,Govt Employee,Single,BR-021,2022/06/18,Standard,Walk-in,Late Night,False,General Fitness,Website
MBR-015953,Vandana Bhalla,Female,1983/07/06,Jaipur,Tier2,Rajasthan,Homemaker,Single,BR-020,09-11-2021,Standard,Walk-in,Evening (6-9pm),False,Weight Loss,In-person
MBR-002617,Preeti Mishra,Female,1977/11/21,Gurugram,Tier1,Haryana,Salaried-Non IT,Married,BR-009,02-07-2025,Basic,Friend Referral,Afternoon,False,Weight Loss,Website
MBR-017018,Shobha Nair,Female,2007/06/13,Bangalore,Tier1,Karnataka,Student,Single,BR-033,2022/09/18,Standard,Walk-in,Morning,False,General Fitness,In-person
MBR-005585,Bhavana Gowda,Female,19-06-1990,Chennai,Tier1,Tamil Nadu,Salaried-IT,Married,BR-010,2023/12/09,Basic,Walk-in,Early Morning (5-7am),False,Muscle Gain,Website
MBR-000861,Rushabh Bhosale,Male,04-02-2005,Delhi,Tier1,Delhi,Salaried-IT,Single,BR-018,25-06-2022,Standard,Corporate Tie-up,Late Night,False,Muscle Gain,App
MBR-005195,Sameer Pawar,Male,01-11-1992,Coimbatore,Tier2,Tamil Nadu,Salaried-Non IT,Married,BR-019,2024/10/20,Basic,Aggregator App,Evening (6-9pm),False,Sports Training,In-person
MBR-009106,Kavita Gupta,Female,10-05-1990,Bengaluru,Tier1,Karnataka,Salaried-IT,Married,BR-033,2023/04/12,Standard,Instagram Ad,Early Morning (5-7am),False,General Fitness,In-person
MBR-011459,Preeti Bhalla,Female,18-06-1985,Delhi,Tier1,Delhi,Freelancer,Single,BR-028,2021/02/19,Premium,Corporate Tie-up,Evening (6-9pm),True,General Fitness,In-person
MBR-008431,Nishant Kher,Male,10-04-2000,Nagpur,Tier2,Maharashtra,Homemaker,Single,BR-025,2024/01/21,PT-Combo,Friend Referral,Evening (6-9pm),True,Weight Loss,Website
MBR-006008,Sathish Iyer,Male,1996/09/26,Visakhapatnam,Tier2,Andhra Pradesh,Salaried-Non IT,Single,BR-024,26-01-2021,Basic,Instagram Ad,Evening (6-9pm),False,General Fitness,App
MBR-010720,Ashish Gupta,Male,1981/03/14,Dehradun,Tier3,Uttarakhand,Salaried-Non IT,Married,BR-004,2022/03/24,Basic,Friend Referral,Late Night,False,General Fitness,Website
MBR-016378,Kiran Menon,Male,1992/09/14,Chennai,Tier1,Tamil Nadu,Salaried-IT,Married,BR-002,2021/09/04,Basic,Walk-in,Late Night,False,Weight Loss,In-person
MBR-016040,Aditya Sharma,Male,25-02-1999,Delhi,Tier1,Delhi,Freelancer,Single,BR-028,05-12-2022,Premium,Friend Referral,Morning,True,General Fitness,App
MBR-002341,Vijay Shetty,Male,08-06-2004,Chandigarh,Tier2,Punjab,Student,Single,BR-008,28-07-2021,Standard,Instagram Ad,Evening (6-9pm),False,Weight Loss,Website
MBR-013879,Kunal Mehta,Male,05-09-1982,Delhi,Tier1,Delhi,Freelancer,Married,BR-005,20-07-2021,Standard,Instagram Ad,Late Night,False,General Fitness,In-person
MBR-003859,Rajesh Verma,Male,04-03-1997,Lucknow,Tier2,Uttar Pradesh,Salaried-Non IT,Married,BR-004,17-01-2022,Standard,Friend Referral,Evening (6-9pm),False,Weight Loss,Website
MBR-000424,Divya Naidu,Female,1992/08/12,Bangalore,Tier1,Karnataka,Salaried-Non IT,Married,BR-033,2024/01/17,Premium,Walk-in,Evening (6-9pm),False,Muscle Gain,App
MBR-008620,Yash Saxena,Male,1994/10/12,Indore,Tier2,Madhya Pradesh,Business Owner,Married,BR-018,12-06-2021,Standard,Justdial,Early Morning (5-7am),False,Pre-Wedding Prep,App
MBR-003257,Amit Gaikwad,Male,02-12-1997,Mumbai,Tier1,Maharashtra,Salaried-IT,Single,BR-026,2025/09/22,Premium,Justdial,Morning,False,General Fitness,In-person
MBR-001149,Deepak Varma,Male,2000/12/27,Bengaluru,Tier1,Karnataka,Salaried-Non IT,Married,BR-033,2025/07/16,Standard,Friend Referral,Morning,False,Muscle Gain,In-person
MBR-017094,Anjali Deshmukh,Other,02-07-1987,Pune,Tier1,Maharashtra,Salaried-Non IT,Married,BR-038,19-06-2024,Standard,Walk-in,Morning,False,General Fitness,In-person
MBR-008396,Karthik Iyer,Male,13-03-1998,Bengaluru,Tier1,Karnataka,Salaried-Non IT,Single,BR-033,01-04-2023,PT-Combo,Walk-in,Morning,True,Weight Loss,App
MBR-014798,Barnali Saha,Female,08-08-1995,Kolkata,Tier1,West Bengal,Homemaker,Married,BR-017,28-03-2024,Standard,Walk-in,Early Morning (5-7am),False,General Fitness,App
MBR-004713,Anusha Rao,Female,1974/02/19,Mumbai,Tier1,Maharashtra,Homemaker,Married,BR-016,05-01-2024,PT-Combo,Friend Referral,Morning,True,General Fitness,In-person
MBR-004125,Kiran Nambiar,Male,25-03-1993,Bengaluru,Tier1,Karnataka,Business Owner,Married,BR-033,19-01-2024,Premium,Friend Referral,Late Night,True,Weight Loss,In-person
MBR-015467,Sanjay Verma,Male,12-11-2000,Kolkata,Tier1,West Bengal,Student,Single,BR-017,2021/11/14,Premium,Instagram Ad,Evening (6-9pm),False,General Fitness,In-person
MBR-005835,Nishant  Chavan,Male,24-12-2002,Mumbai,Tier1,Maharashtra,Govt Employee,Single,BR-026,03-09-2025,Standard,Justdial,Afternoon,False,General Fitness,App
MBR-007452,Kunal Kale,Male,2006/07/01,Bengaluru,Tier1,Karnataka,Salaried-Non IT,Single,BR-033,22-12-2022,Standard,Instagram Ad,Afternoon,False,Weight Loss,App
MBR-004790,Vandana Verma,Female,2007/12/02,Delhi,Tier1,Delhi,Student,Single,BR-028,2025/04/12,Basic,Walk-in,Early Morning (5-7am),False,General Fitness,Website
MBR-010026,Karthik Pillai,Male,13-05-2003,Bengaluru,Tier1,Karnataka,Salaried-Non IT,Single,BR-033,2021/10/09,Premium,Instagram Ad,Afternoon,True,Rehab,App
MBR-013638,Mahesh Subramaniam,Male,1997/01/21,Pune,Tier1,Maharashtra,Homemaker,Single,BR-027,20-01-2021,PT-Combo,Instagram Ad,Morning,False,Weight Loss,App
MBR-006545,Meena Bansal,Female,1996/01/01,Delhi,Tier1,Delhi,Salaried-IT,Single,BR-028,23-09-2025,Basic,Justdial,Late Night,False,Muscle Gain,App
MBR-008511,Ramesh Balan,Male,20-01-1994,Hyderabad,Tier1,Telangana,Homemaker,Married,BR-011,20-04-2023,Standard,Walk-in,Evening (6-9pm),False,Muscle Gain,App
MBR-007965,Manish Singh,Male,02-11-2004,Delhi,Tier1,Delhi,Student,Single,BR-028,2021/06/17,Basic,Walk-in,Morning,False,Muscle Gain,Website
MBR-007618,Harish Krishnan,Male,2000/06/02,Coimbatore,Tier2,Tamil Nadu,Govt Employee,Married,BR-014,2023/12/17,Standard,Instagram Ad,Evening (6-9pm),False,General Fitness,App
MBR-003474,Sameer Jadhav,Male,1997/10/23,Chennai,Tier1,Tamil Nadu,Salaried-Non IT,Married,BR-015,2023/12/13,Basic,Walk-in,Early Morning (5-7am),False,General Fitness,Website
MBR-001216,Arjun Menon,Male,28-03-2003,Hyderabad,Tier1,Telangana,Salaried-Non IT,Single,BR-034,2022/02/08,Standard,Walk-in,Evening (6-9pm),False,General Fitness,In-person
MBR-012727,Deepak Bhatia,Male,1993/12/13,Gurgaon,Tier1,Haryana,Business Owner,Single,BR-037,2021/04/02,Basic,Corporate Tie-up,Evening (6-9pm),False,Sports Training,In-person
MBR-013831,Anitha Varma,Female,1996/12/11,Surat,Tier2,Gujarat,Salaried-Non IT,Married,BR-031,2024/11/11,Basic,Friend Referral,Morning,False,Weight Loss,In-person
MBR-009927,Gaurav Verma,Male,1973/06/23,Amritsar,Tier3,Punjab,Salaried-Non IT,Married,BR-026,2025/02/25,Premium,Aggregator App,Morning,True,Rehab,Website
MBR-008827,Praveen Gowda,Male,26-07-1994,Hyderabad,Tier1,Telangana,Govt Employee,Single,BR-011,12-03-2022,PT-Combo,Instagram Ad,Late Night,True,Muscle Gain,App
MBR-001489,Rajesh Sethi,Male,16-04-1997,Surat,Tier2,Gujarat,Homemaker,Single,BR-031,2023/09/07,Premium,Walk-in,Evening (6-9pm),False,Rehab,App
MBR-012771,Chirag Kher,Male,04-02-1999,Surat,Tier2,Gujarat,Student,Single,BR-031,2024/07/25,PT-Combo,Walk-in,Evening (6-9pm),True,Sports Training,In-person
MBR-000272,Vikram Bhalla,Male,15-05-2008,Delhi,Tier1,Delhi,Student,Single,BR-028,2024/01/06,Basic,Aggregator App,Evening (6-9pm),False,General Fitness,App
MBR-010429,Priya Rathi,Female,11-11-2004,Nashik,Tier3,Maharashtra,Student,Single,BR-012,21-11-2023,Premium,Aggregator App,Late Night,False,Muscle Gain,In-person
MBR-009750,Ipsita Ghosh,Female,,Delhi,Tier1,Delhi,Salaried-Non IT,Single,BR-018,2024/09/22,Basic,Friend Referral,Evening (6-9pm),False,Weight Loss,App
MBR-009545,Sanjay Mehta,Male,09-12-1992,Surat,Tier2,Gujarat,Salaried-IT,Married,BR-031,13-10-2023,Basic,Walk-in,Evening (6-9pm),False,Weight Loss,App
MBR-010637,Debashish Banerjee,Male,24-03-2002,Mumbai,Tier1,Maharashtra,Student,Single,BR-036,07-10-2021,Premium,Justdial,Evening (6-9pm),True,Weight Loss,In-person
MBR-009235,Sanjay Verma,Male,1999/06/24,Chennai,Tier1,Tamil Nadu,Homemaker,Single,BR-015,2022/11/27,PT-Combo,Aggregator App,Morning,True,General Fitness,In-person
MBR-005875,Aditya Rane,Male,,Mumbai,Tier1,Maharashtra,Freelancer,Married,BR-036,2025/06/15,Premium,Instagram Ad,Evening (6-9pm),False,Rehab,App
MBR-016302,Kunal Verma,Male,23-05-1970,Delhi,Tier1,Delhi,Business Owner,Married,BR-028,13-12-2024,Standard,Corporate Tie-up,Evening (6-9pm),False,Weight Loss,In-person
MBR-013645,Aparna Jadhav,Female,1996/10/25,Ranchi,Tier3,Jharkhand,Salaried-Non IT,Single,BR-013,26-06-2024,Standard,Friend Referral,Early Morning (5-7am),False,Rehab,App
MBR-001956,Ankit Tiwari,Male,26-06-1997,Jalandhar,Tier2,Punjab,Student,Married,BR-007,22-08-2023,Basic,Walk-in,Evening (6-9pm),False,General Fitness,App
MBR-012873,Meena Grover,Female,1998/01/23,Jalandhar,Tier2,Punjab,Govt Employee,Single,BR-007,2022/08/04,PT-Combo,Friend Referral,Morning,True,Weight Loss,Website
MBR-015633,Ankit Bhatia,Male,2004/11/23,Lucknow,Tier2,Uttar Pradesh,Student,Single,BR-040,2022/06/12,Premium,Corporate Tie-up,Early Morning (5-7am),False,General Fitness,Website
MBR-007761,Aravind Venkataraman,Male,1994/02/25,Bengaluru,Tier1,Karnataka,Salaried-IT,Married,BR-033,14-10-2023,Standard,Corporate Tie-up,Early Morning (5-7am),False,General Fitness,In-person
MBR-007835,Aditi Mehta,Female,1996/02/19,Amritsar,Tier3,Punjab,Business Owner,Other,BR-026,18-10-2023,Premium,Walk-in,Early Morning (5-7am),False,General Fitness,Website
MBR-013473,Ramesh Murthy,Male,01-07-2000,Bengaluru,Tier1,Karnataka,Freelancer,Single,BR-033,2024/01/02,Basic,Instagram Ad,Morning,False,Rehab,App
MBR-011226,Abhinav Mishra,Male,2006/11/04,Delhi,Tier1,Delhi,Student,Married,BR-018,2024/11/10,Standard,Instagram Ad,Early Morning (5-7am),False,Muscle Gain,App
MBR-002439,Vikram Dhawan,Male,24-02-2000,Gurgaon,Tier1,Haryana,Homemaker,Single,BR-037,2024/01/12,Basic,Friend Referral,Evening (6-9pm),False,Weight Loss,App
MBR-003689,Nishant Rane,Male,1998/08/05,Pune,Tier1,Maharashtra,Freelancer,Married,BR-038,2023/01/21,PT-Combo,Friend Referral,Early Morning (5-7am),True,Weight Loss,In-person
MBR-002007,Manish Bhalla,Male,07-03-1998,Pune,Tier1,Maharashtra,Govt Employee,Married,BR-038,2025/09/02,Premium,Instagram Ad,Evening (6-9pm),False,Muscle Gain,App
MBR-005071,Riya Save,Female,04-02-1998,Bhopal,Tier2,Madhya Pradesh,Salaried-Non IT,Married,BR-034,2022/02/01,Basic,Walk-in,Morning,False,General Fitness,In-person
MBR-006810,Dinesh Chandran,Male,06-10-1994,Chennai,Tier1,Tamil Nadu,Business Owner,Married,BR-010,2021/02/21,Basic,Walk-in,Afternoon,False,Muscle Gain,Website
MBR-001812,Vijay Subramaniam,Male,12-06-2000,Mumbai,Tier1,Maharashtra,Student,Married,BR-016,2025/03/19,Standard,Friend Referral,Evening (6-9pm),False,General Fitness,In-person
MBR-009917,Revathi Menon,Female,2009/07/19, Chennai,Tier1,Tamil Nadu,Student,Single,BR-010,2025/01/18,Basic,Friend Referral,Evening (6-9pm),False,Weight Loss,App
MBR-001648,Kajal Jadhav,Female,1998/03/19,Pune,Tier1,Maharashtra,Salaried-Non IT,Married,BR-027,21-03-2023,Standard,Instagram Ad,Evening (6-9pm),False,Muscle Gain,In-person
MBR-001977,Gaurav Bhatia,Male,1994/11/04, Chennai,Tier1,Tamil Nadu,Govt Employee,Married,BR-015,10-07-2025,Standard,Corporate Tie-up,Evening (6-9pm),False,General Fitness,App
MBR-008590,Aditya Rane,Male,1970/10/05,Mumbai,Tier1,Maharashtra,Govt Employee,Married,BR-026,2024/11/24,Basic,Friend Referral,Late Night,False,Weight Loss,In-person
MBR-003338,Rajesh Khurana,Male,2001/10/18,Lucknow,Tier2,Uttar Pradesh,Salaried-Non IT,Single,BR-004,17-01-2025,Premium,Friend Referral,Late Night,True,Muscle Gain,App
MBR-006310,Ashok Sarkar,Male,28-06-1990,Patna,Tier3,Bihar,Freelancer,Married,BR-032,08-08-2023,Standard,Instagram Ad,Evening (6-9pm),True,Rehab,In-person
MBR-014428,Sudip Banerjee,Male,2001/09/06,Surat,Tier2,Gujarat,Freelancer,Single,BR-031,22-09-2025,Standard,Friend Referral,Morning,False,Muscle Gain,App
MBR-000407,Kishore Venkataraman,Male,1997/07/08,Chennai,Tier1,Tamil Nadu,Student,Single,BR-010,05-05-2023,PT-Combo,Walk-in,Evening (6-9pm),True,Muscle Gain,App
MBR-016197,Nandini Roy,Female,26-09-2000,Kolkata,Tier1,West Bengal,Business Owner,Single,BR-017,21-03-2023,PT-Combo,Instagram Ad,Morning,True,Muscle Gain,App
MBR-011599,Aryan Mehta,Male,1995/09/09,Ahmedabad,Tier1,Gujarat,Salaried-Non IT,Single,BR-038,2024/11/23,Basic,Walk-in,Evening (6-9pm),False,Pre-Wedding Prep,Website
MBR-003443,Abhishek Das,Male,1998/12/07,Kolkata,Tier1,West Bengal,Freelancer,Single,BR-017,12-04-2021,Basic,Friend Referral,Evening (6-9pm),False,Weight Loss,App
MBR-003356,Vikram Rathi,Male,1987/06/01,Delhi,Tier1,Delhi,Salaried-Non IT,Married,BR-018,18-10-2022,Standard,Instagram Ad,Morning,False,General Fitness,In-person
MBR-009888,Sneha Gaikwad,Female,16-06-2006,Mumbai,Tier1,Maharashtra,Freelancer,Single,BR-039,08-02-2023,Basic,Justdial,Early Morning (5-7am),False,General Fitness,App
MBR-015446,Nikita Modi,Female,19-03-2000,Pune,Tier1,Maharashtra,Salaried-IT,Single,BR-038,2024/01/11,Basic,Friend Referral,Evening (6-9pm),False,Pre-Wedding Prep,In-person
MBR-004818,Padma Chandran,Female,11-05-1996,Visakhapatnam,Tier2,Andhra Pradesh,Govt Employee,Single,BR-024,02-08-2023,Basic,Friend Referral,Evening (6-9pm),False,General Fitness,In-person
MBR-006853,Sowmya Murthy,Female,1994/12/19,Coimbatore,Tier2,Tamil Nadu,Salaried-IT,Married,BR-019,25-04-2021,Premium,Walk-in,Morning,False,Muscle Gain,App
MBR-015033,Paromita Roy,Female,22-10-1980,Kolkata,Tier1,West Bengal,Govt Employee,Married,BR-017,23-10-2021,Premium,Aggregator App,Early Morning (5-7am),False,Muscle Gain,App
MBR-015748,Abhinav Kapoor,Male,19-03-2006,Delhi,Tier1,Delhi,Salaried-Non IT,Single,BR-018,06-04-2024,Standard,Justdial,Afternoon,False,Muscle Gain,Website
MBR-004268,Vidya Reddy,Other,1994/03/06,Bengaluru,Tier1,Karnataka,Salaried-Non IT,Other,BR-033,2023/01/12,Basic,Instagram Ad,Morning,False,Sports Training,App
MBR-003399,Sanjay Khurana,Male,1997/10/20,Gurgaon,Tier1,Haryana,Salaried-Non IT,Other,BR-009,11-11-2024,Standard,Walk-in,Late Night,False,Weight Loss,In-person
MBR-004836,Ankit Gupta,Male,2006/06/15,Bhopal,Tier2,Madhya Pradesh,Freelancer,Single,BR-034,26-08-2025,Standard,Walk-in,Evening (6-9pm),False,Rehab,In-person
MBR-004826,Sushma Murthy,Female,20-10-1996,Kolkata,Tier1,West Bengal,Salaried-IT,Single,BR-017,06-02-2023,Standard,Aggregator App,Evening (6-9pm),True,Muscle Gain,Website
MBR-007603,Prasad Reddy,Male,26-08-2001,Hyderabad,Tier1,Telangana,Student,Single,BR-011,18-12-2023,Standard,Instagram Ad,Evening (6-9pm),True,Muscle Gain,App
MBR-015051,Piya Roy,Female,1993/04/01,Jalandhar,Tier2,Punjab,Homemaker,Single,BR-007,04-02-2021,Premium,Instagram Ad,Evening (6-9pm),False,Weight Loss,App
MBR-006142,Nikita Mehta,Female,2000/04/06,Nashik,Tier3,Maharashtra,Student,Single,BR-012,01-11-2022,Premium,Friend Referral,Evening (6-9pm),False,Muscle Gain,App
MBR-009126,Kishore Naidu,Male,2000/01/18,Delhi,Tier1,Delhi,Homemaker,Single,BR-005,2023/11/26,PT-Combo,Walk-in,Afternoon,False,General Fitness,Website
MBR-011205,Santhosh Nambiar,Other,1999/05/28,Hyderabad,Tier1,Telangana,Govt Employee,Married,BR-022,2025/05/14,Standard,Justdial,Afternoon,False,General Fitness,Website
MBR-001955,Anil Kapoor,Male,20-05-2008,Gurugram,Tier1,Haryana,Student,Single,BR-037,09-03-2024,Basic,Walk-in,Morning,False,Rehab,App
MBR-006058,Komal Bansal,Female,1997/02/17,Indore,Tier2,Madhya Pradesh,Salaried-IT,Single,BR-018,2025/02/03,PT-Combo,Walk-in,Morning,True,General Fitness,Website
MBR-014615,Shalini Nambiar,Female,,Bangalore,Tier1,Karnataka,Student,Single,BR-033,2025/09/07,Premium,Walk-in,Evening (6-9pm),False,Weight Loss,In-person
MBR-009644,Shalini Murthy,Female,1997/10/25,Bengaluru,Tier1,Karnataka,Salaried-Non IT,Married,BR-033,2024/04/03,Basic,Corporate Tie-up,Afternoon,False,Weight Loss,App
MBR-008892,Pooja Chopra,Female,1994/04/08,Delhi,Tier1,Delhi,Salaried-Non IT,Single,BR-028,23-01-2023,Standard,Friend Referral,Afternoon,True,Weight Loss,In-person
MBR-016631,Ravi Khanna,Male,25-01-2001,Jaipur,Tier2,Rajasthan,Homemaker,Single,BR-020,2022/03/02,PT-Combo,Instagram Ad,Late Night,True,Weight Loss,Website
MBR-005191,Aditya Aggarwal,Male,,Chandigarh,Tier2,Punjab,Freelancer,Single,BR-008,13-03-2021,PT-Combo,Instagram Ad,Morning,True,General Fitness,App
MBR-015144,Komal Grover,Female,02-08-1994,Mumbai,Tier1,Maharashtra,Homemaker,Married,BR-026,17-09-2021,Basic,Friend Referral,Evening (6-9pm),False,Sports Training,App
MBR-011537,Tarun Tiwari,Male,1998/08/13,Chandigarh,Tier2,Punjab,Freelancer,Single,BR-008,2023/10/02,Standard,Corporate Tie-up,Evening (6-9pm),False,Sports Training,App
MBR-009807,Sudeshna Chakraborty,Female,1999/11/06,Kolkata,Tier1,West Bengal,Business Owner,Single,BR-017,11-05-2023,Basic,Corporate Tie-up,Late Night,True,Muscle Gain,App
MBR-007905,Arjun Shetty,Male,05-12-2006,Bangalore,Tier1,Karnataka,Govt Employee,Single,BR-033,2025/03/06,Premium,Walk-in,Evening (6-9pm),True,Weight Loss,App
MBR-000427,Priya Aggarwal,Female,1994/12/22,Jalandhar,Tier2,Punjab,Business Owner,Married,BR-007,27-12-2022,Standard,Walk-in,Early Morning (5-7am),False,General Fitness,App
MBR-001704,Naveen Chandran,Other,25-03-1990,Chennai,Tier1,Tamil Nadu,Salaried-IT,Married,BR-015,2022/01/01,Premium,Aggregator App,Early Morning (5-7am),True,General Fitness,App
MBR-007759,Omkar Modi,Male,1992/05/06,Ahmedabad,Tier1,Gujarat,Salaried-Non IT,Single,BR-038,01-01-2022,Basic,Walk-in,Afternoon,False,Muscle Gain,In-person
MBR-013952,Amit Bhattacharya,Male,01-10-1978,Chennai,Tier1,Tamil Nadu,Homemaker,Married,BR-002,2025/02/17,Standard,Aggregator App,Evening (6-9pm),False,Weight Loss,App
MBR-014338,Tejas Save,Male,1999/06/26,Vadodara,Tier2,Gujarat,Salaried-Non IT,Single,BR-003,04-10-2023,Standard,Justdial,Evening (6-9pm),False,Weight Loss,Website
MBR-010356,Kunal Gupta,Male,20-10-1995,Gurugram,Tier1,Haryana,Student,Single,BR-037,2021/01/26,Standard,Walk-in,Afternoon,False,Weight Loss,In-person
MBR-001327,Arindam Das,Male,1995/08/22,Visakhapatnam,Tier2,Andhra Pradesh,Freelancer,Single,BR-024,25-05-2025,PT-Combo,Walk-in,Morning,True,General Fitness,App
MBR-011543,Rohit Modi,Male,28-07-1992,Surat,Tier2,Gujarat,Salaried-IT,Married,BR-031,26-11-2023,Basic,Instagram Ad,Afternoon,False,General Fitness,In-person
MBR-016376,Naveen Rana,Male,09-01-1999,Gurugram,Tier1,Haryana,Salaried-Non IT,Married,BR-037,2025/06/10,Basic,Walk-in,Morning,False,Muscle Gain,App
MBR-000464,Puneet Chauhan,Male,20-09-1996,Delhi,Tier1,Delhi,Business Owner,Married,BR-028,23-04-2021,Premium,Friend Referral,Early Morning (5-7am),True,Rehab,Website
MBR-007080,Barnali Chakraborty,Female,1991/09/18,Kolkata,Tier1,West Bengal,Govt Employee,Married,BR-017,2022/03/16,Basic,Walk-in,Morning,False,General Fitness,App
MBR-002312,Yash Modi,Male,1991/03/15,Mumbai,Tier1,Maharashtra,Business Owner,Married,BR-029,21-09-2025,Standard,Walk-in,Morning,False,General Fitness,In-person
MBR-009911,Subrata Ghosh,Male,2001/01/02,Kolkata,Tier1,West Bengal,Salaried-Non IT,Single,BR-017,2022/11/12,Basic,Friend Referral,Morning,False,Muscle Gain,In-person
MBR-014392,Deepika Mehta,Female,2003/11/01, Jaipur,Tier2,Rajasthan,Student,Single,BR-013,26-10-2022,Standard,Aggregator App,Early Morning (5-7am),False,Muscle Gain,App
MBR-011483,Ankit Bansal,Male,1998/10/14,Surat,Tier2,Gujarat,Business Owner,Married,BR-031,26-06-2024,PT-Combo,Walk-in,Late Night,True,Weight Loss,In-person
MBR-009925,Ashish Mishra,Male,23-02-1993,Kolkata,Tier1,West Bengal,Govt Employee,Single,BR-017,2023/03/05,Premium,Walk-in,Afternoon,False,Muscle Gain,In-person
MBR-012953,Sanjay Modi,Male,28-12-1992,Pune,Tier1,Maharashtra,Freelancer,Married,BR-035,07-01-2021,Premium,Friend Referral,Morning,False,Weight Loss,Website
MBR-014368,Abhinav Singh,Male,01-12-2003,Chandigarh,Tier2,Punjab,Student,Single,BR-008,2024/05/28,Standard,Justdial,Evening (6-9pm),False,General Fitness,App
MBR-005457,Abhishek Ghosh,Male,21-11-1976,Lucknow,Tier2,Uttar Pradesh,Freelancer,Married,BR-030,2022/07/22,Premium,Instagram Ad,Evening (6-9pm),False,Muscle Gain,In-person
MBR-007508,Suresh Rathi,Other,27-10-1980,Delhi,Tier1,Delhi,Govt Employee,Married,BR-028,14-01-2023,Basic,Justdial,Morning,False,General Fitness,In-person
MBR-002677,Nikhil Patel,Male,19-02-2008,Vadodara,Tier2,Gujarat,Student,Single,BR-003,06-01-2025,Premium,Walk-in,Evening (6-9pm),False,Weight Loss,App
